CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,PaperlessBilling,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,SupportTickets,LastLoginDays,FeatureUsageCount,CompanySize,Industry,Churn
0138-XXXXX,Female,0,Yes,No,69,73.61,5079.09,Month-to-month,Mailed check,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,No,2,3,7,Small (10-50),Manufacturing,No
0139-XXXXX,Male,0,No,No,8,80.11,640.88,One year,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,0,8,4,Small (10-50),Retail,No
0140-XXXXX,Male,0,Yes,Yes,62,70.82,4390.84,Two year,Electronic check,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,No,4,10,8,Large (251-1000),Consulting,No
0141-XXXXX,Male,0,Yes,No,19,35.94,682.86,Month-to-month,Credit card (automatic),Yes,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,0,3,9,Medium (51-250),Real Estate,Yes
0142-XXXXX,Female,0,No,No,16,49.56,792.96,Month-to-month,Mailed check,Yes,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No,Yes,2,9,7,Medium (51-250),Education,Yes
0143-XXXXX,Female,0,Yes,No,43,107.13,4606.59,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,1,18,9,Micro (<10),Other,No
0144-XXXXX,Male,0,No,No,34,62.86,2137.24,Two year,Mailed check,Yes,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,No,1,6,8,Medium (51-250),Real Estate,Yes
0145-XXXXX,Male,0,Yes,No,28,38.77,1085.56,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,2,1,9,Large (251-1000),Finance,Yes
0146-XXXXX,Male,0,No,No,65,101.47,6595.55,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No internet service,No internet service,2,2,6,Small (10-50),Healthcare,No
0147-XXXXX,Female,0,Yes,Yes,51,27.02,1378.02,Two year,Electronic check,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,0,1,5,Small (10-50),Consulting,No
0148-XXXXX,Male,0,Yes,Yes,44,82.52,3630.88,Two year,Credit card (automatic),Yes,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,1,12,8,Large (251-1000),Healthcare,No
0149-XXXXX,Male,0,Yes,No,57,88.61,5050.77,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,3,1,7,Micro (<10),Education,Yes
0150-XXXXX,Female,0,No,No,58,48.78,2829.24,Month-to-month,Electronic check,Yes,Yes,Yes,No,No internet service,No,No,No,Yes,No,1,1,7,Medium (51-250),Education,Yes
0151-XXXXX,Female,0,No,No,13,35.02,455.26,One year,Bank transfer (automatic),Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,0,17,8,Micro (<10),Media,No
0152-XXXXX,Male,1,No,No,32,63.3,2025.6,Two year,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,2,7,10,Enterprise (1000+),Retail,No
0153-XXXXX,Female,0,Yes,No,66,94.13,6212.58,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0,9,6,Small (10-50),Real Estate,Yes
0154-XXXXX,Male,1,Yes,Yes,59,107.36,6334.24,Month-to-month,Mailed check,No,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,0,14,8,Small (10-50),Technology,No
0155-XXXXX,Female,0,Yes,No,4,100.19,400.76,Two year,Credit card (automatic),No,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,3,4,8,Large (251-1000),Healthcare,Yes
0156-XXXXX,Male,0,No,Yes,17,29.26,497.42,One year,Electronic check,Yes,No,No phone service,No,Yes,Yes,No,No,Yes,No internet service,2,4,5,Large (251-1000),Consulting,Yes
0157-XXXXX,Female,0,Yes,No,19,40.64,772.16,Month-to-month,Bank transfer (automatic),Yes,Yes,No,No,Yes,No internet service,No internet service,Yes,Yes,Yes,3,8,7,Large (251-1000),Media,Yes
0158-XXXXX,Female,0,Yes,No,37,80.26,2969.62,Two year,Mailed check,Yes,Yes,No,DSL,Yes,Yes,No,No,No,Yes,0,3,7,Medium (51-250),Finance,No
0159-XXXXX,Female,0,No,Yes,59,89.6,5286.4,One year,Bank transfer (automatic),Yes,Yes,No,DSL,No,No,No,No,No internet service,Yes,0,2,5,Small (10-50),Education,No
0160-XXXXX,Male,1,No,No,35,19.13,669.55,Two year,Electronic check,Yes,Yes,No,No,No,Yes,No,No,No,No,0,22,5,Enterprise (1000+),Retail,No
0161-XXXXX,Female,0,Yes,No,13,32.58,423.54,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,0,14,6,Medium (51-250),Technology,No
0162-XXXXX,Male,0,Yes,No,40,27.7,1108.0,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,1,13,10,Micro (<10),Real Estate,Yes
0163-XXXXX,Male,0,Yes,Yes,16,52.53,840.48,One year,Credit card (automatic),Yes,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,0,23,8,Micro (<10),Retail,No
0164-XXXXX,Female,0,No,Yes,49,86.67,4246.83,Month-to-month,Credit card (automatic),Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,1,3,6,Large (251-1000),Retail,No
0165-XXXXX,Male,0,Yes,No,71,113.04,8025.84,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,No,3,2,7,Small (10-50),Retail,No
0166-XXXXX,Female,0,No,No,46,27.25,1253.5,One year,Electronic check,Yes,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,0,14,6,Small (10-50),Technology,No
0167-XXXXX,Female,0,Yes,No,66,69.11,4561.26,One year,Bank transfer (automatic),Yes,No,No phone service,No,No,No,No,No,Yes,No internet service,2,9,6,Small (10-50),Healthcare,No
0168-XXXXX,Male,0,No,Yes,39,55.68,2171.52,Month-to-month,Mailed check,No,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,1,3,7,Micro (<10),Education,Yes
0169-XXXXX,Female,0,No,No,59,58.28,3438.52,Month-to-month,Electronic check,No,Yes,No,No,Yes,No,No internet service,Yes,No,Yes,2,12,5,Enterprise (1000+),Healthcare,No
0170-XXXXX,Male,0,Yes,No,68,25.09,1706.12,One year,Electronic check,Yes,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No internet service,1,11,7,Medium (51-250),Media,No
0171-XXXXX,Female,0,Yes,Yes,12,47.23,566.76,One year,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No internet service,No,0,14,6,Large (251-1000),Manufacturing,No
0172-XXXXX,Male,0,Yes,No,48,43.62,2093.76,Month-to-month,Electronic check,Yes,Yes,No,No,No,No internet service,Yes,No internet service,No,No internet service,2,21,8,Micro (<10),Other,Yes
0173-XXXXX,Female,0,No,No,18,90.44,1627.92,Month-to-month,Electronic check,No,Yes,Yes,No,Yes,No,No internet service,No,No,No internet service,0,7,8,Micro (<10),Education,No
0174-XXXXX,Male,0,No,No,6,82.76,496.56,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,No,Yes,Yes,No internet service,No,5,6,7,Large (251-1000),Finance,Yes
0175-XXXXX,Male,0,No,No,17,82.2,1397.4,Two year,Credit card (automatic),Yes,Yes,No,No,No,No,No,No,Yes,No internet service,1,1,7,Micro (<10),Technology,No
0176-XXXXX,Male,0,Yes,Yes,10,70.44,704.4,Two year,Mailed check,No,Yes,No,No,No,Yes,No,No internet service,No,No,1,3,5,Small (10-50),Healthcare,No
0177-XXXXX,Female,0,Yes,No,13,52.63,684.19,One year,Electronic check,Yes,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,2,24,8,Large (251-1000),Other,Yes
0178-XXXXX,Female,0,No,Yes,0,42.75,0.0,One year,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,1,6,5,Micro (<10),Other,No
0179-XXXXX,Female,0,No,No,70,19.38,1356.6,Month-to-month,Bank transfer (automatic),Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No internet service,1,4,8,Medium (51-250),Consulting,Yes
0180-XXXXX,Female,0,No,No,32,33.12,1059.84,Month-to-month,Mailed check,No,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,1,0,7,Micro (<10),Technology,No
0181-XXXXX,Female,0,No,No,12,40.35,484.2,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,DSL,No internet service,No,Yes,Yes,Yes,Yes,1,18,6,Small (10-50),Real Estate,Yes
0182-XXXXX,Female,0,No,No,25,116.29,2907.25,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,No,Yes,Yes,No internet service,No,No,1,18,8,Medium (51-250),Other,Yes
0183-XXXXX,Male,0,No,No,54,115.78,6252.12,Month-to-month,Bank transfer (automatic),No,No,No phone service,No,Yes,No,No internet service,No,No internet service,No,3,10,7,Medium (51-250),Other,No
0184-XXXXX,Female,0,No,Yes,46,95.4,4388.4,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,No,No,Yes,No,No,1,14,8,Small (10-50),Media,Yes
0185-XXXXX,Female,0,No,No,3,79.59,238.77,Two year,Electronic check,Yes,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,No,3,4,5,Enterprise (1000+),Education,No
0186-XXXXX,Male,1,No,No,10,85.47,854.7,One year,Credit card (automatic),No,Yes,Yes,No,Yes,No,Yes,No,No,No internet service,0,3,9,Large (251-1000),Healthcare,No
0187-XXXXX,Male,0,No,No,39,78.61,3065.79,Two year,Mailed check,No,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,1,23,9,Small (10-50),Media,No
0188-XXXXX,Female,0,Yes,No,70,83.26,5828.2,One year,Electronic check,Yes,Yes,Yes,No,No internet service,No internet service,No,No,No,No,0,17,6,Enterprise (1000+),Real Estate,No
0189-XXXXX,Male,0,No,No,5,40.28,201.4,Two year,Mailed check,Yes,Yes,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No internet service,1,8,6,Small (10-50),Manufacturing,No
0190-XXXXX,Female,0,No,No,62,116.41,7217.42,Month-to-month,Mailed check,No,No,No phone service,DSL,No,No,No,No,Yes,Yes,1,8,7,Micro (<10),Healthcare,No
0191-XXXXX,Male,0,Yes,No,4,94.29,377.16,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No,1,19,7,Micro (<10),Technology,Yes
0192-XXXXX,Male,0,No,No,36,41.79,1504.44,One year,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,3,14,5,Large (251-1000),Real Estate,No
0193-XXXXX,Female,0,Yes,No,16,69.87,1117.92,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,0,12,7,Medium (51-250),Consulting,Yes
0194-XXXXX,Male,0,Yes,Yes,30,97.57,2927.1,Month-to-month,Bank transfer (automatic),No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,0,0,6,Medium (51-250),Healthcare,Yes
0195-XXXXX,Male,0,Yes,No,67,109.82,7357.94,One year,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,3,1,5,Small (10-50),Finance,No
0196-XXXXX,Female,1,No,No,15,56.83,852.45,Month-to-month,Electronic check,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,0,6,6,Small (10-50),Finance,No
0197-XXXXX,Female,0,No,No,46,66.86,3075.56,Month-to-month,Electronic check,Yes,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,2,24,6,Micro (<10),Other,Yes
0198-XXXXX,Male,0,No,No,24,49.39,1185.36,Two year,Credit card (automatic),Yes,Yes,No,No,No,No,No internet service,No internet service,No,No,0,9,9,Medium (51-250),Healthcare,No
0199-XXXXX,Male,0,Yes,No,47,56.1,2636.7,One year,Bank transfer (automatic),No,Yes,Yes,DSL,No,No internet service,No,No,Yes,No,1,1,8,Small (10-50),Finance,No
0200-XXXXX,Female,0,No,No,4,41.13,164.52,Month-to-month,Credit card (automatic),Yes,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,2,0,10,Medium (51-250),Retail,No
0201-XXXXX,Female,0,Yes,No,21,21.26,446.46,Month-to-month,Mailed check,Yes,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,1,3,7,Small (10-50),Consulting,No
0202-XXXXX,Female,1,Yes,Yes,69,60.09,4146.21,Two year,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,1,3,8,Medium (51-250),Healthcare,No
0203-XXXXX,Male,1,Yes,No,52,65.54,3408.08,Two year,Credit card (automatic),No,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,3,4,6,Micro (<10),Retail,Yes
0204-XXXXX,Male,0,No,No,68,96.63,6570.84,Month-to-month,Bank transfer (automatic),Yes,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,1,0,7,Medium (51-250),Consulting,No
0205-XXXXX,Male,0,Yes,No,49,70.77,3467.73,Month-to-month,Mailed check,No,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,1,24,10,Medium (51-250),Finance,Yes
0206-XXXXX,Male,0,No,No,13,51.05,663.65,One year,Credit card (automatic),No,Yes,Yes,No,Yes,No,No,No,No,Yes,2,22,4,Enterprise (1000+),Consulting,No
0207-XXXXX,Female,0,No,No,33,64.81,2138.73,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,3,6,9,Small (10-50),Real Estate,No
0208-XXXXX,Male,0,Yes,No,64,98.26,6288.64,Month-to-month,Mailed check,Yes,No,No phone service,No,Yes,No,Yes,Yes,No internet service,Yes,1,4,5,Enterprise (1000+),Real Estate,Yes
0209-XXXXX,Female,1,No,No,49,66.59,3262.91,Month-to-month,Electronic check,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,1,15,7,Enterprise (1000+),Real Estate,Yes
0210-XXXXX,Female,0,Yes,Yes,37,74.05,2739.85,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,0,8,10,Enterprise (1000+),Technology,Yes
0211-XXXXX,Female,0,Yes,No,63,35.64,2245.32,One year,Credit card (automatic),Yes,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No internet service,1,19,8,Medium (51-250),Manufacturing,No
0212-XXXXX,Male,0,Yes,Yes,8,19.02,152.16,Month-to-month,Credit card (automatic),Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,0,0,7,Small (10-50),Finance,Yes
0213-XXXXX,Female,0,No,No,70,111.68,7817.6,One year,Mailed check,Yes,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,2,3,6,Small (10-50),Media,No
0214-XXXXX,Female,1,No,No,9,45.18,406.62,Month-to-month,Bank transfer (automatic),No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,0,24,7,Micro (<10),Real Estate,Yes
0215-XXXXX,Female,0,No,No,72,53.18,3828.96,Month-to-month,Electronic check,No,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,Yes,2,0,5,Small (10-50),Education,Yes
0216-XXXXX,Male,0,No,No,58,29.79,1727.82,Two year,Mailed check,No,Yes,No phone service,No,No,No,No,No internet service,Yes,Yes,1,6,8,Micro (<10),Other,No
0217-XXXXX,Male,1,Yes,No,35,69.81,2443.35,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,No,No internet service,No internet service,No,Yes,No internet service,1,24,3,Micro (<10),Retail,Yes
0218-XXXXX,Female,0,No,No,34,92.33,3139.22,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,1,2,6,Medium (51-250),Technology,No
0219-XXXXX,Male,0,Yes,No,2,87.2,174.4,Month-to-month,Electronic check,No,Yes,Yes,Fiber optic,No,No,Yes,No internet service,Yes,No,1,7,6,Medium (51-250),Manufacturing,Yes
0220-XXXXX,Male,0,Yes,Yes,23,104.24,2397.52,Two year,Bank transfer (automatic),No,Yes,Yes,DSL,No,No,Yes,No internet service,Yes,No,0,13,8,Small (10-50),Technology,No
0221-XXXXX,Male,0,No,Yes,16,47.05,752.8,One year,Bank transfer (automatic),Yes,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,1,4,7,Large (251-1000),Healthcare,No
0222-XXXXX,Female,0,Yes,No,51,49.87,2543.37,Month-to-month,Mailed check,Yes,Yes,No,No,No,Yes,No,Yes,No,No internet service,0,2,7,Micro (<10),Real Estate,No
0223-XXXXX,Female,0,Yes,No,14,115.29,1614.06,Month-to-month,Bank transfer (automatic),No,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,No internet service,1,0,5,Small (10-50),Manufacturing,No
0224-XXXXX,Male,0,Yes,No,58,64.14,3720.12,One year,Credit card (automatic),Yes,Yes,No phone service,No,No,Yes,No,No,No,Yes,3,1,6,Medium (51-250),Education,Yes
0225-XXXXX,Female,1,Yes,Yes,21,102.12,2144.52,One year,Electronic check,Yes,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,1,2,4,Micro (<10),Real Estate,No
0226-XXXXX,Male,0,No,Yes,62,79.71,4942.02,Month-to-month,Credit card (automatic),Yes,Yes,No,No,No,Yes,No,Yes,No internet service,No internet service,0,11,5,Large (251-1000),Retail,No
0227-XXXXX,Female,1,No,No,26,36.43,947.18,Month-to-month,Bank transfer (automatic),Yes,No,No phone service,DSL,No internet service,No,No,No internet service,No,No,2,11,6,Medium (51-250),Education,No
0228-XXXXX,Female,1,No,No,54,114.47,6181.38,One year,Mailed check,Yes,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,Yes,1,24,8,Medium (51-250),Finance,No
0229-XXXXX,Male,0,Yes,Yes,48,50.86,2441.28,Month-to-month,Electronic check,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,1,0,7,Medium (51-250),Real Estate,No
0230-XXXXX,Male,0,No,Yes,72,82.75,5958.0,One year,Mailed check,Yes,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,0,2,5,Large (251-1000),Consulting,No
0231-XXXXX,Male,0,No,Yes,38,43.83,1665.54,Month-to-month,Credit card (automatic),No,Yes,No,DSL,No,No,No internet service,No,Yes,No,4,13,5,Medium (51-250),Real Estate,No
0232-XXXXX,Female,0,No,No,25,76.1,1902.5,One year,Mailed check,No,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,0,10,7,Small (10-50),Consulting,No
0233-XXXXX,Female,0,No,No,47,72.63,3413.61,One year,Electronic check,Yes,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,No,2,3,9,Enterprise (1000+),Technology,No
0234-XXXXX,Female,0,No,No,2,44.48,88.96,Two year,Electronic check,Yes,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,0,2,4,Small (10-50),Healthcare,No
0235-XXXXX,Female,0,No,No,70,117.62,8233.4,One year,Credit card (automatic),Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No,No,1,16,9,Small (10-50),Technology,No
0236-XXXXX,Male,0,No,No,49,32.39,1587.11,Month-to-month,Mailed check,No,Yes,Yes,Fiber optic,No,Yes,Yes,No internet service,Yes,No,2,7,7,Small (10-50),Technology,Yes
0237-XXXXX,Female,0,Yes,No,3,62.77,188.31,One year,Electronic check,Yes,Yes,Yes,No,No,No internet service,Yes,No,No,No,2,2,6,Micro (<10),Other,Yes
0238-XXXXX,Male,0,Yes,No,12,21.4,256.8,Two year,Credit card (automatic),No,Yes,No,No,No,No,No internet service,Yes,No,No,2,8,7,Micro (<10),Real Estate,No
0239-XXXXX,Male,0,No,No,1,86.86,86.86,Month-to-month,Electronic check,No,Yes,Yes,No,No,No,Yes,No internet service,Yes,No,3,18,8,Micro (<10),Finance,Yes
0240-XXXXX,Female,0,Yes,No,48,64.69,3105.12,Month-to-month,Credit card (automatic),No,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,Yes,1,0,6,Small (10-50),Real Estate,No
0241-XXXXX,Female,1,Yes,No,48,74.54,3577.92,Month-to-month,Electronic check,Yes,No,No phone service,Fiber optic,Yes,No,No,No,No internet service,Yes,3,14,7,Medium (51-250),Media,No
0242-XXXXX,Male,1,No,No,11,88.45,972.95,One year,Electronic check,No,Yes,No,Fiber optic,Yes,No,No,No internet service,No,No,0,0,3,Medium (51-250),Retail,Yes
0243-XXXXX,Female,0,Yes,No,39,95.03,3706.17,Month-to-month,Electronic check,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,No internet service,0,3,7,Medium (51-250),Real Estate,No
0244-XXXXX,Female,0,Yes,Yes,35,115.32,4036.2,Month-to-month,Credit card (automatic),No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,5,0,4,Micro (<10),Consulting,Yes
0245-XXXXX,Female,0,No,No,35,105.08,3677.8,One year,Bank transfer (automatic),No,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,1,12,8,Small (10-50),Consulting,No
0246-XXXXX,Female,0,Yes,No,45,50.79,2285.55,Two year,Electronic check,No,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,0,7,7,Micro (<10),Real Estate,No
0247-XXXXX,Male,0,Yes,No,62,91.34,5663.08,Month-to-month,Bank transfer (automatic),No,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No internet service,2,9,10,Medium (51-250),Media,Yes
0248-XXXXX,Male,0,Yes,Yes,66,25.88,1708.08,Month-to-month,Credit card (automatic),No,Yes,No,DSL,No,No,Yes,No,No internet service,No,0,8,4,Medium (51-250),Real Estate,No
0249-XXXXX,Male,0,Yes,No,11,31.94,351.34,Two year,Mailed check,Yes,Yes,No,DSL,Yes,No internet service,No,Yes,Yes,No,1,1,8,Small (10-50),Healthcare,No
0250-XXXXX,Female,0,Yes,No,68,64.44,4381.92,Two year,Mailed check,Yes,Yes,Yes,No,No internet service,No,Yes,Yes,No,Yes,1,5,9,Large (251-1000),Manufacturing,No
0251-XXXXX,Female,0,No,No,41,64.44,2642.04,Month-to-month,Mailed check,Yes,Yes,No,No,No,No,Yes,No,No,No,2,8,4,Micro (<10),Retail,No
0252-XXXXX,Male,1,Yes,No,13,69.08,898.04,Month-to-month,Electronic check,Yes,Yes,No,DSL,No,No,Yes,Yes,No,Yes,2,3,5,Micro (<10),Other,Yes
0253-XXXXX,Male,0,Yes,Yes,68,66.01,4488.68,Month-to-month,Credit card (automatic),Yes,Yes,Yes,No,No,No,No internet service,Yes,No,No internet service,0,1,6,Medium (51-250),Media,No
0254-XXXXX,Male,0,No,Yes,26,82.71,2150.46,Month-to-month,Bank transfer (automatic),Yes,Yes,No,No,No,No,Yes,No internet service,Yes,No,4,15,8,Large (251-1000),Manufacturing,No
0255-XXXXX,Female,1,Yes,No,32,114.16,3653.12,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,No internet service,No,No,No,Yes,Yes,2,24,7,Large (251-1000),Other,Yes
0256-XXXXX,Female,0,Yes,Yes,70,35.61,2492.7,One year,Credit card (automatic),Yes,Yes,Yes,DSL,No,No internet service,No,No internet service,No internet service,No,1,1,5,Micro (<10),Real Estate,No
0257-XXXXX,Male,0,Yes,No,42,54.17,2275.14,One year,Bank transfer (automatic),Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0,7,5,Micro (<10),Real Estate,No
0258-XXXXX,Male,0,Yes,No,10,25.71,257.1,One year,Bank transfer (automatic),No,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,1,9,9,Large (251-1000),Media,No
0259-XXXXX,Female,1,Yes,No,5,38.35,191.75,Two year,Credit card (automatic),Yes,No,No phone service,Fiber optic,Yes,No internet service,No internet service,No,No,Yes,1,1,6,Medium (51-250),Healthcare,No
0260-XXXXX,Male,0,Yes,Yes,59,117.47,6930.73,One year,Bank transfer (automatic),No,No,No phone service,No,Yes,Yes,No,No internet service,No internet service,No,1,3,5,Micro (<10),Education,No
0261-XXXXX,Female,0,No,No,25,22.23,555.75,Month-to-month,Credit card (automatic),Yes,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,Yes,2,0,10,Medium (51-250),Healthcare,No
0262-XXXXX,Male,0,No,No,7,39.72,278.04,Month-to-month,Credit card (automatic),Yes,Yes,No,DSL,Yes,No,Yes,No,No internet service,Yes,1,9,6,Small (10-50),Manufacturing,No
